name,num_fights,wins,W_KO,W_SUB,W_DEC,losses,L_KO,L_SUB,L_DEC,average_head_hits_to_ko,average_head_hits_to_chin,average_takedowns_to_sub,average_takedowns_to_subed,average_takedowns,average_knockdowns,average_knocked_down,average_taken_down
Katlyn Chookagian,16,11,0,0,11,5,2,0,3,0,18.5,0,0,0.36,0.09,0.2,4.4
Gadzhi Omargadzhiev,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,1.0
Misha Cirkunov,13,6,1,5,0,7,5,1,1,20.0,8.2,3.4,0.0,2.83,0.0,0.57,0.43
Brandon Davis,9,2,0,1,1,7,1,1,5,0,20.0,6.0,6.0,3.0,0.0,0.57,3.57
Nick Maximov,4,2,0,0,2,2,0,1,1,0,0,0,0.0,7.5,0.0,0.0,4.5
Mike Jackson,2,0,0,0,0,2,1,1,0,0,12.0,0,0.0,0,0,1.5,0.5
Francisco Trinaldo,26,18,5,2,11,8,0,2,6,15.0,0,10.5,1.5,1.17,0.28,0.62,3.62
Aleksei Oleinik,17,9,1,7,1,8,5,0,3,11.0,24.8,2.0,0,1.56,0.22,0.62,1.88
Jesse Ronson,5,0,0,0,0,5,1,1,3,0,26.0,0,3.0,0,0,0.2,3.0
Krzysztof Jotko,17,11,1,0,10,6,2,2,2,4.0,19.0,0,2.0,1.73,0.18,0.33,2.5
Randy Costa,6,2,2,0,0,4,2,2,0,12.5,33.5,0,0.5,0.0,1.5,0.25,0.25
Alen Amedovski,4,0,0,0,0,4,2,1,1,0,8.0,0,1.0,0,0,0.75,1.25
Louis Cosce,2,0,0,0,0,2,1,0,1,0,100.0,0,0,0,0,0.0,1.5
Cameron VanCamp,2,0,0,0,0,2,2,0,0,0,17.0,0,0,0,0,1.0,0.0
Nate Diaz,27,16,2,10,4,11,2,0,9,27.5,50.5,1.8,0,1.12,0.25,0.82,5.0
Khamzat Chimaev,6,6,2,3,1,0,0,0,0,21.5,0,2.67,0,1.33,0.33,0,0
Chris Barnett,4,2,2,0,0,2,0,1,1,30.5,0,0,1.0,0.0,0.5,1.0,1.0
Danyelle Wolf,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,2.0
Melissa Martinez,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,3.0
Darian Weeks,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0.0,0.0
Alessio Di Chirico,11,4,2,0,2,7,2,1,4,5.0,19.0,0,1.0,2.75,0.75,0.43,0.57
Khalid Taha,5,1,1,0,0,4,1,0,3,5.0,17.0,0,0,0.0,2.0,0.0,4.0
Luke Rockhold,11,6,3,3,0,5,4,0,1,46.67,14.0,2.0,0,1.0,0.33,1.0,1.2
Wu Yanan,6,1,0,1,0,5,1,0,4,0,29.0,3.0,0,3.0,0.0,0.0,1.4
Harry Hunsucker,3,0,0,0,0,3,3,0,0,0,6.33,0,0,0,0,1.0,0.0
Leonardo Santos,11,7,2,2,3,4,1,1,2,13.0,16.0,3.5,2.0,1.0,0.43,0.25,1.5
Luis Saldana,4,2,0,0,2,2,0,0,2,0,0,0,0,1.5,1.0,0.5,2.5
Francisco Figueiredo,4,2,0,1,1,2,0,1,1,0,0,6.0,2.0,3.0,0.0,0.0,2.5
Daniel Da Silva,3,0,0,0,0,3,2,1,0,0,43.5,0,0.0,0,0,0.67,0.0
Dominick Cruz,10,7,1,0,6,3,2,0,1,26.0,29.5,0,0,4.0,0.14,2.33,2.0
Nina Nunes,9,5,0,1,4,4,0,1,3,0,0,2.0,1.0,0.4,0.0,0.0,3.75
Charlie Ontiveros,3,0,0,0,0,3,2,1,0,0,28.0,0,2.0,0,0,0.0,2.0
Jason Witt,6,2,0,1,1,4,4,0,0,0,7.5,15.0,0,7.5,0.5,1.0,0.0
Thiago Santos,24,14,11,0,3,10,3,3,4,23.45,29.67,0,1.67,1.0,1.0,0.3,2.0
Sam Alvey,24,10,5,1,4,14,4,2,8,11.4,17.75,1.0,0.0,0.1,0.7,0.5,0.86
Miranda Granger,4,1,0,0,1,3,0,2,1,0,0,0,2.0,0.0,0.0,0.0,2.0
Julianna Pena,10,7,2,2,3,3,0,2,1,32.0,0,8.0,1.0,2.29,0.0,1.0,6.67
Hamdy Abdelwahab,1,1,0,0,1,0,0,0,0,0,0,0,0,3.0,1.0,0,0
Alexander Gustafsson,18,10,5,2,3,8,3,3,2,27.2,26.33,9.5,0.67,1.9,0.9,0.38,1.0
Mason Jones,3,1,0,0,1,2,0,0,2,0,0,0,0,11.0,0.0,0.5,1.5
Damir Hadzovic,9,4,2,0,2,5,1,1,3,30.0,18.0,0,1.0,1.25,0.5,0.2,6.0
Charles Rosa,13,5,0,2,3,8,1,0,7,0,55.0,10.0,0,4.0,0.0,0.38,3.88
Claudio Silva,8,5,0,3,2,3,0,0,3,0,0,6.0,0,3.6,0.0,0.0,1.67
Shane Burgos,11,8,2,1,5,3,2,0,1,58.0,62.0,4.0,0,0.5,0.75,1.67,2.0
Dwight Grant,8,3,1,0,2,5,2,0,3,14.0,22.5,0,0,1.33,1.0,1.0,2.0
Antonina Shevchenko,8,4,1,1,2,4,1,1,2,32.0,46.0,3.0,3.0,0.75,0.0,0.0,4.25
Cortney Casey,15,6,1,2,3,9,0,1,8,18.0,0,2.5,3.0,0.83,0.0,0.11,3.22
Karl Roberson,10,4,0,2,2,6,2,4,0,0,17.0,2.0,1.75,1.0,0.25,0.33,2.67
Donald Cerrone,37,23,10,6,7,14,8,1,5,27.0,29.0,4.0,1.0,1.04,0.87,0.64,0.57
Uriah Hall,19,10,8,0,2,9,3,0,6,15.62,18.67,0,0,0.7,0.8,0.33,2.33
Jessica Eye,15,5,1,0,4,10,1,0,9,55.0,4.0,0,0,1.8,0.0,0.2,1.8
Alan Baudot,4,0,0,0,0,4,3,0,1,0,27.67,0,0,0,0,0.0,1.5
Raulian Paiva,7,3,1,0,2,4,2,0,2,33.0,17.0,0,0,1.0,0.33,0.5,3.0
Tony Kelley,4,2,1,0,1,2,1,0,1,26.0,29.0,0,0,0.0,0.0,0.5,5.0
Danny Chavez,4,1,0,0,1,3,1,0,2,0,3.0,0,0,6.0,0.0,0.33,0.67
Gloria de Paula,4,1,0,0,1,3,1,0,2,0,11.0,0,0,3.0,0.0,0.33,1.67
Eddie Wineland,16,6,5,0,1,10,5,0,5,37.4,14.0,0,0,0.5,1.33,0.5,0.3
Deron Winn,5,2,0,0,2,3,1,1,1,0,99.0,0,1.0,9.5,0.0,0.67,1.0
Taila Santos,6,4,0,1,3,2,0,0,2,0,0,15.0,0,3.75,0.75,0.0,2.5
Joanna Jedrzejczyk,15,10,2,0,8,5,2,0,3,65.5,33.0,0,0,0.5,0.1,0.6,5.4
Ramazan Emeev,8,5,0,0,5,3,1,0,2,0,11.0,0,0,3.4,0.2,0.33,1.67
Poliana Botelho,7,3,1,0,2,4,0,2,2,7.0,0,0,1.5,1.33,0.33,0.0,1.5
Zarrukh Adashev,4,1,0,0,1,3,2,0,1,0,4.5,0,0,0.0,0.0,1.0,0.0
Askar Mozharov,1,0,0,0,0,1,1,0,0,0,18.0,0,0,0,0,0.0,2.0
Felice Herrig,10,5,0,2,3,5,0,2,3,0,0,4.0,0.5,1.6,0.0,0.0,1.0
Alex Da Silva,4,1,0,0,1,3,0,1,2,0,0,0,1.0,7.0,1.0,0.0,1.0
Niklas Stolze,3,0,0,0,0,3,1,1,1,0,11.0,0,3.0,0,0,0.33,2.67
Jeff Molina,3,3,1,0,2,0,0,0,0,39.0,0,0,0,0.0,1.0,0,0
Andreas Michailidis,4,1,0,0,1,3,2,0,1,0,7.5,0,0,3.0,0.0,0.33,1.67
Felipe Colares,6,2,0,0,2,4,1,0,3,0,57.0,0,0,5.5,0.0,0.5,6.25
Louis Smolka,17,8,4,2,2,9,2,3,4,45.0,26.0,9.0,0.67,2.25,0.25,0.67,4.44
Frank Camacho,8,2,1,0,1,6,3,1,2,68.0,32.33,0,2.0,2.5,0.0,0.67,1.17
Alan Patrick,9,5,1,0,4,4,3,0,1,13.0,29.33,0,0,4.6,0.2,0.75,2.25
Tristan Connelly,3,1,0,0,1,2,0,0,2,0,0,0,0,1.0,0.0,0.5,4.0
Gina Mazany,8,2,1,0,1,6,4,1,1,53.0,22.5,0,2.0,9.5,0.5,0.17,0.67
Sergey Khandozhko,3,2,1,0,1,1,0,0,1,35.0,0,0,0,1.0,1.5,1.0,7.0
Ike Villanueva,6,1,1,0,0,5,5,0,0,18.0,15.6,0,0,1.0,1.0,0.8,0.0
Cameron Else,2,0,0,0,0,2,2,0,0,0,25.0,0,0,0,0,0.5,1.5
Dean Barry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJ Laramie,2,0,0,0,0,2,0,1,1,0,0,0,0.0,0,0,0.0,3.0
Brandon Jenkins,2,0,0,0,0,2,2,0,0,0,63.0,0,0,0,0,1.5,4.0
Kevin Croom,3,0,0,0,0,3,1,0,2,0,9.0,0,0,0,0,0.67,2.33
Chan Sung Jung,11,7,4,2,1,4,3,0,1,20.75,61.67,4.0,0,1.14,0.57,1.0,3.0
Tecia Torres,15,9,1,1,7,6,0,0,6,27.0,0,9.0,0,1.0,0.11,0.0,3.83
Aspen Ladd,7,4,3,0,1,3,1,0,2,34.0,3.0,0,0,2.0,0.25,0.33,1.0
Kay Hansen,4,1,0,1,0,3,0,0,3,0,0,7.0,0,7.0,0.0,0.0,1.67
Askar Askarov,5,3,0,0,3,2,0,0,2,0,0,0,0,4.33,0.0,0.5,2.5
Sara McMann,13,7,1,2,4,6,1,4,1,7.0,4.0,13.5,0.5,3.86,0.14,0.33,0.5
Bruno Souza,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,1.0
Kazula Vargas,3,1,0,0,1,2,0,1,1,0,0,0,1.0,1.0,0.0,0.0,3.5
Mike Grundy,4,1,1,0,0,3,0,1,2,32.0,0,0,0.0,11.0,1.0,0.0,0.33
Timur Valiev,3,2,0,0,2,1,0,0,1,0,0,0,0,3.0,0.5,5.0,4.0
Marlon Moraes,11,5,2,1,2,6,5,0,1,6.0,37.8,5.0,0,1.0,1.0,0.67,1.17
Sabina Mazo,7,3,0,1,2,4,0,2,2,0,0,4.0,2.0,1.33,0.33,0.25,2.25
Kris Moutinho,2,0,0,0,0,2,2,0,0,0,97.5,0,0,0,0,0.5,0.0
Alex Oliveira,21,11,4,3,4,10,2,5,3,16.0,40.0,11.0,1.0,3.0,0.55,0.4,1.7
Greg Hardy,8,4,3,0,1,4,3,0,1,26.33,17.67,0,0,0.25,0.25,0.25,1.25
Devonte Smith,6,3,3,0,0,3,2,0,1,16.0,15.5,0,0,0.33,0.67,0.67,0.33
Rong Zhu,3,1,1,0,0,2,0,1,1,71.0,0,0,0.0,10.0,1.0,0.0,0.0
Alejandro Perez,13,8,3,1,4,5,1,1,3,31.33,6.0,5.0,0.0,0.62,0.12,1.0,1.8
Micheal Gillmore,2,0,0,0,0,2,1,1,0,0,36.0,0,1.0,0,0,0.0,2.5
Chas Skelly,11,8,2,4,2,3,1,0,2,22.5,46.0,3.25,0,1.62,0.25,0.67,4.67
Mark Striegl,2,0,0,0,0,2,2,0,0,0,14.5,0,0,0,0,0.5,0.5
Jesse Strader,2,0,0,0,0,2,2,0,0,0,32.0,0,0,0,0,2.0,0.0
Roxanne Modafferi,12,4,1,0,3,8,0,0,8,50.0,0,0,0,4.0,0.25,0.25,2.62
Fabio Cherant,3,0,0,0,0,3,1,1,1,0,5.0,0,1.0,0,0,0.33,1.0
Alexis Davis,14,8,0,1,7,6,1,1,4,0,13.0,12.0,2.0,1.5,0.0,0.0,2.67
Danilo Marques,4,2,0,1,1,2,2,0,0,0,29.0,10.0,0,5.0,0.0,0.0,1.0
Francis Ngannou,14,12,10,1,1,2,0,0,2,12.3,0,5.0,0,0.42,0.67,0.0,5.5
Rogerio Bontorin,5,2,1,0,1,3,1,0,2,6.0,8.0,0,0,6.5,0.0,0.33,4.67
Dakota Bush,2,0,0,0,0,2,1,0,1,0,9.0,0,0,0,0,0.5,0.5
Sijara Eubanks,10,5,1,0,4,5,1,0,4,22.0,11.0,0,0,3.4,0.2,0.2,1.4
Andre Ewell,9,4,0,0,4,5,2,1,2,0,34.0,0,2.0,0.75,0.25,0.4,1.8
Matt Sayles,4,1,0,1,0,3,0,2,1,0,0,1.0,1.0,1.0,0.0,0.0,1.33
Ryan Hall,6,5,0,1,4,1,1,0,0,0,11.0,1.0,0,0.2,0.4,0.0,1.0
Maki Pitolo,6,1,1,0,0,5,1,2,2,20.0,28.0,0,0.0,9.0,0.0,0.0,1.0
Mallory Martin,4,1,0,1,0,3,0,2,1,0,0,2.0,1.5,2.0,0.0,0.33,1.0
Chris Gruetzemacher,7,3,1,0,2,4,1,3,0,72.0,16.0,0,2.67,0.33,0.0,0.25,3.75
Sean Soriano,5,0,0,0,0,5,0,3,2,0,0,0,3.67,0,0,0.0,3.8
Ben Rothwell,17,9,4,3,2,8,2,1,5,25.5,33.5,3.0,3.0,1.0,0.44,0.12,1.38
Felicia Spencer,6,3,2,1,0,3,0,0,3,41.0,0,6.0,0,2.0,0.0,0.0,2.67
Leah Letson,2,1,0,0,1,1,1,0,0,0,44.0,0,0,1.0,0.0,0.0,4.0
Collin Anglin,2,0,0,0,0,2,2,0,0,0,25.5,0,0,0,0,1.0,0.0
Liana Jojua,4,1,0,1,0,3,2,0,1,0,30.0,4.0,0,4.0,0.0,0.0,0.33
Da-Un Jung,5,4,2,1,1,1,0,0,1,10.0,0,8.0,0,2.0,0.75,0.0,1.0
Al Iaquinta,15,9,4,0,5,6,1,2,3,36.25,23.0,0,0.5,0.89,0.78,0.67,2.33
Jordan Williams,3,0,0,0,0,3,1,1,1,0,11.0,0,1.0,0,0,0.33,0.67
Gian Villante,18,7,4,0,3,11,4,1,6,32.75,27.0,0,0.0,0.71,0.57,0.64,0.55
John Allan,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,1.5
Shamil Gamzatov,2,1,0,0,1,1,1,0,0,0,27.0,0,0,0.0,0.0,1.0,1.0
Hu Yaozong,3,0,0,0,0,3,0,2,1,0,0,0,4.0,0,0,0.33,2.67
Laureano Staropoli,6,2,0,0,2,4,0,0,4,0,0,0,0,2.5,0.0,0.25,3.25
Khama Worthy,5,2,1,1,0,3,3,0,0,9.0,12.67,0.0,0,0.0,0.5,0.67,1.0
Livinha Souza,6,3,0,1,2,3,1,0,2,0,22.0,11.0,0,3.67,0.0,0.67,1.0
Randa Markos,17,7,0,1,6,10,0,2,8,0,0,17.0,0.0,2.43,0.0,0.0,2.7
Zviad Lazishvili,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Carlos Felipe,5,3,0,0,3,2,0,0,2,0,0,0,0,0.0,0.0,0.0,1.5
Andrew Sanchez,10,5,1,0,4,5,4,0,1,23.0,63.25,0,0,4.4,0.6,0.2,0.0
Danaa Batgerel,4,3,3,0,0,1,0,0,1,14.33,0,0,0,0.0,1.0,0.0,3.0
Bethe Correia,12,5,1,0,4,7,2,1,4,50.0,13.5,0,0.0,0.8,0.0,0.29,0.43
Gaetano Pirrello,2,0,0,0,0,2,1,1,0,0,6.0,0,7.0,0,0,0.5,3.5
Johnny Eduardo,8,3,2,0,1,5,1,3,1,8.5,43.0,0,1.0,0.33,0.67,0.0,1.4
Nick Diaz,14,7,4,2,1,7,1,0,6,17.0,88.0,7.0,0,2.0,0.43,0.0,4.14
Martin Sano,1,0,0,0,0,1,1,0,0,0,2.0,0,0,0,0,1.0,0.0
Antonio Arroyo,3,0,0,0,0,3,1,0,2,0,12.0,0,0,0,0,0.33,5.33
Mike Rodriguez,7,2,2,0,0,5,1,2,2,17.0,5.0,0,3.0,0.0,2.5,0.2,4.0
Sarah Alpar,2,0,0,0,0,2,1,0,1,0,66.0,0,0,0,0,0.0,2.0
Impa Kasanganay,4,2,0,1,1,2,2,0,0,0,17.5,2.0,0,1.0,0.0,1.0,0.5
Gustavo Lopez,4,1,0,1,0,3,1,0,2,0,32.0,5.0,0,5.0,0.0,0.67,4.33
Emily Whitmire,6,2,0,1,1,4,0,4,0,0,0,4.0,0.75,2.0,0.0,0.0,0.75
David Zawada,5,1,0,1,0,4,1,0,3,0,59.0,4.0,0,4.0,1.0,0.25,1.5
Luigi Vendramini,4,1,1,0,0,3,2,0,1,11.0,18.5,0,0,2.0,1.0,0.67,0.0
Darren Stewart,12,5,2,1,2,7,1,2,4,21.5,33.0,15.0,0.5,3.0,0.4,0.14,3.71
Domingo Pilarte,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.5,2.5
Bea Malecki,3,2,0,1,1,1,1,0,0,0,26.0,0.0,0,0.0,0.0,1.0,3.0
Sasha Palatnikov,3,1,1,0,0,2,0,2,0,100.0,0,0,2.0,1.0,0.0,0.5,2.5
Casey Kenney,8,5,0,1,4,3,0,0,3,0,0,7.0,0,1.4,0.0,0.0,8.0
Drako Rodriguez,2,0,0,0,0,2,1,0,1,0,8.0,0,0,0,0,0.5,0.5
Anderson Dos Santos,4,1,0,1,0,3,1,0,2,0,54.0,3.0,0,3.0,0.0,0.33,0.67
Jamey Simmons,2,0,0,0,0,2,1,1,0,0,6.0,0,2.0,0,0,0.5,1.0
Kai Kamaka,4,1,0,0,1,3,1,0,2,0,34.0,0,0,7.0,1.0,0.0,2.67
Ryan Benoit,9,3,2,0,1,6,0,2,4,32.5,0,0,1.0,0.67,1.67,0.0,3.0
Ian Heinisch,7,3,1,0,2,4,1,0,3,17.0,32.0,0,0,2.0,0.67,0.0,5.0
Marion Reneau,13,5,2,2,1,8,1,0,7,42.5,44.0,3.5,0,1.4,0.0,0.12,2.88
Jeremy Stephens,33,15,8,0,7,18,3,3,12,18.38,19.33,0,1.33,2.0,1.2,0.28,2.17
Montserrat Conejo,2,1,0,0,1,1,1,0,0,0,6.0,0,0,4.0,0.0,1.0,0.0
Conor McGregor,14,10,8,0,2,4,2,2,0,21.25,32.5,0,2.0,0.5,1.3,0.25,2.75
Yana Kunitskaya,7,4,0,0,4,3,3,0,0,0,30.0,0,0,2.0,0.0,0.67,2.33
Carlos Condit,19,9,5,0,4,10,1,3,6,35.6,10.0,0,2.67,1.0,0.67,0.5,5.7
Omari Akhmedov,15,9,2,1,6,6,2,1,3,7.5,33.5,31.0,1.0,3.44,0.22,0.5,2.5
Jerome Rivera,4,0,0,0,0,4,2,1,1,0,16.0,0,0.0,0,0,0.5,1.0
Michel Prazeres,14,10,0,3,7,4,0,1,3,0,0,15.0,1.0,4.5,0.2,0.0,3.0
Justin Jaynes,5,1,1,0,0,4,2,1,1,14.0,22.5,0,1.0,2.0,2.0,0.25,1.0
Yancy Medeiros,14,6,2,3,1,8,4,1,3,41.0,20.25,1.0,0.0,0.5,1.5,0.88,1.75
Dhiego Lima,11,4,1,0,3,7,4,1,2,4.0,15.75,0,2.0,2.0,0.5,0.86,1.29
Roque Martinez,3,0,0,0,0,3,0,1,2,0,0,0,4.0,0,0,0.0,2.0
Lara Procopio,3,1,0,0,1,2,0,1,1,0,0,0,1.0,9.0,0.0,0.5,0.5
Demian Maia,33,22,1,11,10,11,2,0,9,1.0,5.5,6.18,0,3.09,0.05,0.45,1.36
Walt Harris,14,6,6,0,0,8,5,1,2,17.33,23.6,0,1.0,0.33,1.5,0.25,0.75
Victor Rodriguez,2,0,0,0,0,2,2,0,0,0,9.5,0,0,0,0,1.0,0.0
Jacare Souza,16,9,4,4,1,7,2,1,4,28.0,30.5,4.0,2.0,1.78,0.33,0.43,0.86
Kevin Aguilar,6,2,0,0,2,4,1,0,3,0,26.0,0,0,0.5,0.5,0.75,1.0
Michelle Waterson,11,6,0,2,4,5,0,1,4,0,0,7.5,1.0,2.5,0.0,0.2,1.6
Maurice Greene,8,4,1,2,1,4,2,1,1,17.0,26.0,0.0,3.0,0.0,0.5,0.75,2.0
Gregor Gillespie,8,7,4,2,1,1,1,0,0,28.25,19.0,13.5,0,3.86,0.29,1.0,0.0
Christian Aguilera,3,1,1,0,0,2,0,2,0,9.0,0,0,1.0,0.0,0.0,0.0,1.0
KB Bhullar,2,0,0,0,0,2,1,0,1,0,15.0,0,0,0,0,0.5,0.5
Luke Sanders,8,3,1,1,1,5,1,3,1,26.0,16.0,3.0,0.67,1.0,1.33,0.4,1.2
Stefan Sekulic,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.5,1.5
Na Liang,1,0,0,0,0,1,1,0,0,0,23.0,0,0,0,0,0.0,0.0
Justine Kish,7,3,0,0,3,4,0,1,3,0,0,0,0.0,2.0,0.33,0.25,1.75
Luis Pena,8,5,1,1,3,3,0,1,2,84.0,0,8.0,0.0,1.6,0.2,0.0,5.67
Juan Espino,3,2,0,2,0,1,0,0,1,0,0,5.5,0,5.5,0.0,0.0,2.0
Bartosz Fabinski,6,3,0,0,3,3,0,3,0,0,0,0,0.33,8.0,0.0,0.33,0.33
Anthony Birchak,6,2,1,0,1,4,2,2,0,11.0,25.0,0,1.0,0.5,1.0,0.75,2.0
Mike Perry,15,7,4,0,3,8,1,1,6,29.75,12.0,0,0.0,1.29,1.14,0.5,0.75
Yorgan De Castro,4,1,1,0,0,3,1,0,2,2.0,3.0,0,0,0.0,1.0,0.33,0.0
Jarjis Danho,3,1,1,0,0,2,0,0,2,3.0,0,0,0,1.0,1.0,0.0,0.0
Hunter Azure,4,2,0,0,2,2,1,0,1,0,18.0,0,0,2.5,0.5,0.5,5.5
Jordan Griffin,5,1,0,1,0,4,0,0,4,0,0,7.0,0,7.0,0.0,0.0,2.75
Stipe Miocic,18,14,9,0,5,4,3,0,1,34.0,29.67,0,0,1.79,0.5,1.25,1.5
Tyron Woodley,16,9,5,1,3,7,1,1,5,11.2,47.0,6.0,0.0,0.67,1.11,0.0,1.14
Thomas Almeida,10,5,4,0,1,5,3,0,2,21.0,31.33,0,0,0.2,0.6,1.6,1.4
Abu Azaitar,2,1,0,0,1,1,1,0,0,0,126.0,0,0,1.0,0.0,1.0,3.0
Ray Rodriguez,2,0,0,0,0,2,0,2,0,0,0,0,1.0,0,0,0.0,1.0
Megan Anderson,6,3,2,1,0,3,0,2,1,4.0,0,1.0,0.5,0.33,0.33,0.0,2.0
Joseph Benavidez,21,15,5,1,9,6,2,1,3,20.6,11.5,24.0,0.0,1.6,0.4,0.83,4.5
Jordan Espinosa,6,2,0,0,2,4,0,2,2,0,0,0,0.5,1.5,0.0,0.0,1.25
Aalon Cruz,2,0,0,0,0,2,2,0,0,0,31.0,0,0,0,0,0.5,0.0
Jimmie Rivera,11,7,1,0,6,4,1,0,3,10.0,6.0,0,0,1.14,0.43,0.75,0.5
Vince Cachero,2,0,0,0,0,2,1,0,1,0,53.0,0,0,0,0,0.0,6.5
Shana Dobson,6,2,2,0,0,4,2,0,2,18.5,26.0,0,0,1.5,0.5,0.25,3.0
Alistair Overeem,20,12,9,0,3,8,8,0,0,22.78,26.5,0,0,0.83,0.83,1.12,0.88
Martin Day,4,0,0,0,0,4,1,1,2,0,47.0,0,1.0,0,0,0.5,1.75
Antonio Carlos Junior,12,7,0,5,2,5,1,0,4,0,30.0,6.8,0,4.86,0.0,0.2,1.4
Nik Lentz,24,14,3,2,9,10,2,1,7,40.33,44.0,34.5,1.0,4.93,0.14,0.5,4.6
Vinicius Moreira,4,0,0,0,0,4,3,1,0,0,20.33,0,1.0,0,0,1.0,0.25
Tom Breese,8,5,4,0,1,3,1,1,1,16.75,17.0,0,2.0,0.0,0.8,0.0,1.67
Markus Perez,7,2,0,2,0,5,1,0,4,0,7.0,2.0,0,2.0,0.0,0.2,1.0
Sarah Moras,9,3,1,1,1,6,1,0,5,35.0,38.0,5.0,0,1.67,0.0,0.33,2.0
Vanessa Melo,4,1,0,0,1,3,0,0,3,0,0,0,0,0.0,0.0,0.0,1.33
Jacob Kilburn,2,0,0,0,0,2,0,1,1,0,0,0,1.0,0,0,0.5,1.0
Anthony Pettis,20,11,3,4,4,9,3,1,5,8.67,53.67,2.0,3.0,0.73,0.36,0.22,5.0
Carlton Minus,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.5,3.5
Junior Dos Santos,23,15,10,0,5,8,7,0,1,20.4,27.0,0,0,0.33,0.93,0.88,2.0
Peter Barrett,2,0,0,0,0,2,0,1,1,0,0,0,0.0,0,0,0.5,1.5
Matt Wiman,18,10,2,3,5,8,4,0,4,15.5,32.75,8.33,0,2.5,0.1,0.38,2.25
Jose Quinonez,9,5,0,1,4,4,2,1,1,0,22.0,17.0,2.0,3.4,0.6,0.5,2.0
Spike Carlyle,3,1,1,0,0,2,0,0,2,19.0,0,0,0,7.0,0.0,0.0,1.5
Rachael Ostovich,4,1,0,1,0,3,1,2,0,0,53.0,5.0,0.0,5.0,0.0,0.33,2.33
Alan Jouban,13,8,4,0,4,5,2,1,2,24.25,11.0,0,1.0,0.5,1.12,0.6,1.4
Paul Felder,15,9,4,1,4,6,1,0,5,16.0,16.0,4.0,0,0.44,0.33,0.17,4.33
Geraldo de Freitas,3,1,0,0,1,2,0,0,2,0,0,0,0,9.0,0.0,0.0,5.5
Claudia Gadelha,12,7,0,1,6,5,0,0,5,0,0,36.0,0,5.14,0.14,0.4,1.4
Bevon Lewis,4,1,0,0,1,3,2,0,1,0,23.5,0,0,0.0,0.0,1.0,0.33
Eduardo Garagorri,3,1,0,0,1,2,0,2,0,0,0,0,4.5,1.0,0.0,0.0,6.5
Anderson Silva,24,17,11,3,3,7,4,0,3,13.45,20.0,1.0,0,0.18,1.06,0.86,2.57
Jack Marshman,8,3,1,0,2,5,1,2,2,33.0,14.0,0,1.0,0.0,1.0,0.4,1.6
Cole Williams,2,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0.0,1.5
Justin Ledet,7,3,0,1,2,4,2,0,2,0,8.0,1.0,0,0.33,0.0,1.0,1.0
Khabib Nurmagomedov,13,13,2,5,6,0,0,0,0,47.5,0,12.2,0,4.69,0.15,0,0
Liliya Shakirova,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0.0,1.0
Stefan Struve,24,13,5,6,2,11,8,0,3,20.0,27.0,1.17,0,0.54,0.23,0.91,2.09
Alexander Yakovlev,9,3,1,1,1,6,0,2,4,5.0,0,11.0,0.0,3.67,0.67,0.17,1.67
James Krause,13,9,3,2,4,4,1,0,3,44.67,5.0,4.0,0,0.89,0.33,0.5,3.25
John Phillips,6,1,1,0,0,5,0,3,2,4.0,0,0,2.67,0.0,2.0,0.0,2.4
Gadzhimurad Antigulov,6,2,0,2,0,4,3,1,0,0,18.33,3.5,0.0,3.5,0.0,0.75,0.25
Ali AlQaisi,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,1.0
Dequan Townsend,4,0,0,0,0,4,2,0,2,0,44.0,0,0,0,0,0.25,2.0
Jessin Ayari,4,1,0,0,1,3,1,0,2,0,11.0,0,0,0.0,0.0,1.0,0.67
Diego Sanchez,31,18,6,0,12,13,4,0,9,25.33,27.75,0,0,2.0,0.33,0.85,2.85
Jeff Hughes,3,0,0,0,0,3,0,1,2,0,0,0,5.0,0,0,0.67,2.0
Khadis Ibragimov,4,0,0,0,0,4,1,1,2,0,9.0,0,0.0,0,0,0.25,1.0
Mirsad Bektic,10,6,2,1,3,4,2,1,1,22.5,18.0,27.0,0.0,4.5,0.33,0.5,0.25
Mara Romero Borella,7,2,0,1,1,5,1,2,2,0,20.0,8.0,0.0,4.0,0.0,0.4,0.4
Irwin Rivera,3,1,0,0,1,2,0,0,2,0,0,0,0,3.0,0.0,0.5,1.5
Brok Weaver,2,0,0,0,0,2,0,2,0,0,0,0,1.0,0,0,1.0,1.5
Anthony Ivy,2,0,0,0,0,2,1,0,1,0,9.0,0,0,0,0,0.0,0.0
